sku,weight,product_online,meta_title,meta_keywords,meta_description,created_at,updated_at,country_of_manufacture,additional_attributes
WOCA551005A,,1,Woca Tannin Spot Neutralizer | Floor Care | Unique Wood Floors,,,"3/13/20, 11:13 AM","4/1/22, 3:53 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=8.5oz,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
VSQN,,1,,,,"3/16/20, 4:20 PM","3/16/20, 4:35 PM",,"am_shipping_type=Moldings,dimensions=94"",ebizmarts_mark_visited=No,wood=Luxury Vinyl"
VSQN-Hemlock,,1,,,,"3/16/20, 4:40 PM","3/16/20, 4:40 PM",,"am_shipping_type=Moldings,dimensions=94"",ebizmarts_mark_visited=No,lvt_visual=Hemlock,wood=Luxury Vinyl"
TKCL50277,40,1,Coastland Nordic Flooring | Factory Finished Engineered Hardwood Floors,,,"3/30/20, 1:03 PM","7/14/22, 2:01 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=29.6,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Coastland,mico_carton_min=1,mico_carton_unit=29.60,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKCL50277-S,sample_title_type=0,stain=Light Carbonized,structure=Engineered Ply,texture=Wire Brushed,thickness=5/8"",waste_percent=5,wear_layer=3 mm,width=10"",wood=White Oak"
TKCL50277-S,1,1,,,,"3/30/20, 1:22 PM","8/17/20, 10:04 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
SPC-M80190-011,75,1,Linen | Unique Wood Floors,,,"5/21/20, 2:35 PM","12/8/20, 10:57 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=17.72,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=17.72,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_sku=ESPC022099-S,sample_title_type=0,stain=Linen EIR,structure=SPC,texture=Distressed/Aged,thickness=7 mm,waste_percent=5,wear_layer=0.5 mm / 20 mil,width=7.2"",wood=Luxury Vinyl"
sample-product,0.01,1,,,,"7/9/20, 2:47 AM","7/9/20, 2:47 AM",,sample_allowed=Yes
Brazilian Pecan Flush Vent,3,1,Brazilian Pecan Flush Vent,Brazilian Pecan Flush Vent,Brazilian Pecan Flush Vent ,"7/23/20, 12:47 PM","4/9/21, 3:21 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=4"" x 12"",ebizmarts_mark_visited=No,is_recurring=Yes,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Brazilian Pecan,wood=Macchiato Pecan"
RDO-Maple,5,1,Maple Overlap Reducer | Unique Wood Floors,,,"7/24/20, 4:07 PM","7/27/20, 12:38 PM",,"am_shipping_type=Moldings,coverage=6.5 LF,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=Maple"
RD-Maple,5,2,Maple Overlap Reducer | Unique Wood Floors,,,"7/24/20, 4:17 PM","7/24/20, 4:19 PM",,"am_shipping_type=Moldings,coverage=6.5 LF,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,wood=Maple"
EPSH1515D,,1,Monet Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/17/20, 3:03 PM","1/21/22, 4:15 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Enabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH1515D-S,sample_title_type=0,stain=Monet SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH1515D-S,1,1,,,,"9/17/20, 3:45 PM","9/17/20, 4:33 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7"""
EPSH1515B,,1,Ashford Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/17/20, 4:26 PM","7/11/22, 4:41 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Enabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH1515B-S,sample_title_type=0,stain=Ashford SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH1515B-S,1,1,,,,"9/17/20, 4:33 PM","5/17/21, 4:26 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7"""
FETK3434-WSK-B,60,1,"Millennium Whisky Brown Oiled Hardwood Flooring | Whitewashed Oak Flooring, Oil Finished Wood Floors | Unique Wood Floors",,"Buy Millennium Whisky Oak Flooring for a whitewashed, oil finished wood floor in your home. Easy online ordering at Unique Wood Floors!","9/26/20, 11:18 AM","7/21/22, 4:41 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=12.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=European Oak, French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=Yes,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK3434-WSK-B-S,sample_title_type=0,stain=White Wash,structure=Solid-Engineered,texture=Wire Brushed,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=5"",wood=White Oak"
FETK3434-WSK-B-S,1,1,,,,"9/26/20, 12:09 PM","9/26/20, 12:16 PM",,"am_shipping_type=Wood Sample,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1280,length=Random to 6',no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,structure=Solid-Engineered,texture=Smooth,waste_percent=5.00,width=4-3/4"",wood=White Oak"
EPSH190LD,75,1,Lucca Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/30/20, 2:50 PM","9/21/22, 11:33 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH190LD-SAMPLE,sample_title_type=0,stain=Lucca ,structure=SPC,texture=Distressed/Aged,thickness=8.0 mm,waste_percent=5,wear_layer=0.5 mm / 20 mil,width=7.2"",wood=Luxury Vinyl"
EPSH190LD-SAMPLE,1,1,,,,"9/30/20, 3:03 PM","10/19/20, 4:39 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=7.2"""
EPSH190LG,75,1,Truro Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/30/20, 3:07 PM","7/9/22, 4:59 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH190LG-SAMPLE,sample_title_type=0,stain=Truro,structure=SPC,texture=Smooth,thickness=5.5 mm,waste_percent=5,wear_layer=0.5 mm / 20 mil,width=7.2"",wood=Luxury Vinyl"
EPSH190LG-SAMPLE,1,1,,,,"9/30/20, 3:13 PM","10/19/20, 4:43 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=7.2"""
ESPC022493,75,1,Fleetwood ESPC Luxury Vinyl I Minneapolis St Paul MN I Unique Wood Floors,,,"10/10/20, 3:17 PM","3/25/22, 5:18 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.11,ebizmarts_mark_visited=Yes,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=Yes,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=24.11,mico_carton_unit_suff=Square Feet,no_basement_installation=No,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022493-S,sample_title_type=0,stain=Fleetwood w/Painted Bevels,structure=SPC,thickness=7 mm,ts_packaging_type=None,waste_percent=5.00,wear_layer=20 mil,width=7.2"",wood=Luxury Vinyl"
ESPC022493-S,1,1,Fleetwood Sample,Fleetwood Sample,Fleetwood Sample ,"10/10/20, 4:01 PM","8/20/21, 4:59 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=Yes,no_basement_installation=No,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7.2"""
ESPC012494-S,1,1,Belmont Sample,Belmont Sample,Belmont Sample ,"10/10/20, 4:07 PM","8/20/21, 5:00 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=Yes,no_basement_installation=No,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7.2"""
ESPC012494,75,1,Belmont ESPC Luxury Vinyl I Minneapolis St Paul MN I Unique Wood Floors,,,"10/10/20, 4:08 PM","7/11/22, 4:25 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.11,ebizmarts_mark_visited=Yes,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=Yes,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=24.11,mico_carton_unit_suff=Square Feet,no_basement_installation=No,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC012494-S,sample_title_type=0,stain=Belmont w/Painted Bevels,structure=SPC,thickness=7 mm,ts_packaging_type=None,waste_percent=5.00,wear_layer=20 mil,width=7.2"",wood=Luxury Vinyl"
ESPC022548-S,1,1,Princeton Sample,Princeton Sample,Princeton Sample ,"10/10/20, 4:37 PM","8/20/21, 5:01 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=Yes,no_basement_installation=No,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7.2"""
ESPC022548,75,1,Princeton ESPC Luxury Vinyl I Minneapolis St Paul MN I Unique Wood Floors,,,"10/10/20, 4:38 PM","12/9/21, 3:52 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.11,ebizmarts_mark_visited=Yes,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=Yes,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=24.11,mico_carton_unit_suff=Square Feet,no_basement_installation=No,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022548-S,sample_title_type=0,stain=Princeton w/Painted Bevels,structure=SPC,thickness=7 mm,ts_packaging_type=None,waste_percent=5.00,wear_layer=20 mil,width=7.2"",wood=Luxury Vinyl"
EPSH0003,75,1,Winter Ash| Unique Wood Floors,,,"11/2/20, 4:47 PM","10/11/22, 10:59 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.37,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=28.37,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH0003-S,sample_title_type=0,stain=Winter Ash,structure=SPC,texture=Distressed/Aged,thickness=5 mm,waste_percent=5,wear_layer=12 mil,width=7"",wood=Luxury Vinyl"
EPSH0003-S,1,2,,,,"11/2/20, 5:02 PM","10/11/22, 11:28 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH0308,75,1,Summer Breeze| Unique Wood Floors,,,"11/2/20, 5:21 PM","7/11/22, 4:40 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.37,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=28.37,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH0308-S,sample_title_type=0,stain=Summer Breeze,structure=SPC,texture=Distressed/Aged,thickness=5 mm,waste_percent=5,wear_layer=12 mil,width=7"",wood=Luxury Vinyl"
EPSH0308-S,1,1,,,,"11/2/20, 5:29 PM","11/2/20, 5:47 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7"""
EPSH0307,75,1,Autumn Sky| Unique Wood Floors,,,"11/2/20, 5:33 PM","7/11/22, 4:39 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Drop Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.37,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=28.37,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH0307-S,sample_title_type=0,stain=Autumn Sky,structure=SPC,texture=Distressed/Aged,thickness=5 mm,waste_percent=5,wear_layer=12 mil,width=7"",wood=Luxury Vinyl"
EPSH0307-S,1,1,,,,"11/2/20, 5:47 PM","11/2/20, 5:49 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=7"""
WOCA599800,5,1,Woca Spray Mop | Floorcare | Unique Wood Floors,,,"12/10/20, 11:11 AM","1/12/22, 4:56 PM",Denmark,"am_shipping_type=Underlayment,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,is_recurring=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
EPSH291007-1,75,1,Pearson Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,Pearson Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,Pearson Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,"1/29/21, 12:09 PM","3/3/22, 10:25 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=Yes,length=Uniform 60"",mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH291007-S,sample_title_type=0,stain=Pearson,structure=SPC,texture=Scraped,thickness=5.5 mm,waste_percent=7.00,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH291007-S,1,1,,,,"1/29/21, 12:12 PM","3/3/22, 10:39 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH291007-S,sample_title_type=0,waste_percent=10.00,width=7"""
ESPC023051-1,75,1,Arcadia Golden Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,Arcadia Golden Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,Arcadia Golden Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,"1/29/21, 12:48 PM","7/11/22, 4:23 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=Yes,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC023051-S,sample_title_type=0,stain=Acacia,structure=SPC,texture=Smooth,thickness=7 mm,waste_percent=7.00,wear_layer=0.5 mm / 20 mil,width=7.2"",wood=Luxury Vinyl"
ESPC023051-S,1,1,,,,"1/29/21, 2:56 PM","1/29/21, 3:10 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC023051-S,sample_title_type=0,waste_percent=10.00,width=7.2"""
ESPC022095-1,75,1,Nordea Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,Nordea Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,Nordea Luxury Vinyl Flooring Minneapolis MN Unique Wood Floors,"1/29/21, 3:00 PM","7/11/22, 4:21 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=Yes,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022095-S,sample_title_type=0,stain=Nordea,structure=SPC,texture=Smooth,thickness=7 mm,waste_percent=7.00,wear_layer=0.5 mm / 20 mil,width=7.2"",wood=Luxury Vinyl"
ESPC022095-S,1,1,,,,"1/29/21, 3:10 PM","1/29/21, 3:13 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022095-S,sample_title_type=0,waste_percent=10.00,width=7.2"""
EPCG01003C,40,1,Charm Cork Flooring | Prefinished Engineered Cork Floors,,,"3/15/21, 5:15 PM","7/2/22, 1:44 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.99,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Floating,is_recurring=No,length=Uniform 35 5/8"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.99,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_rating=60,popularity_by_reviews=2,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPCG01003C-SAMPLE,sample_title_type=0,stain=Charm Cork,texture=Smooth,thickness=7/16"",waste_percent=5,width=11-5/8"",wood=Cork"
EPCG01003C-SAMPLE,1,1,,,,"3/17/21, 4:48 PM","3/17/21, 5:09 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_sku=EPCG01003C-SAMPLE,sample_title_type=0,waste_percent=10.00,width=11-5/8"""
EPCG21003D,40,1,Desire Cork Flooring | Prefinished Engineered Cork Floors,,,"3/17/21, 5:01 PM","7/2/22, 1:44 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.99,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Floating,is_recurring=No,length=Uniform 35 5/8"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=22.99,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,popularity_by_rating=60,popularity_by_reviews=2,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPCG21003D-SAMPLE,sample_title_type=0,stain=Desire Cork,texture=Smooth,thickness=7/16"",waste_percent=5,width=11-5/8"",wood=Cork"
EPCG21003D-SAMPLE,1,1,,,,"3/17/21, 5:09 PM","4/3/21, 1:52 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_sku=EPCG21003D-SAMPLE,sample_title_type=0,waste_percent=10.00,width=11-5/8"""
